w_content,w_semantic,w_sentiment,w_rating_quality,w_agreement,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
0.1,0.15000000000000002,0.05,0.65,0.05,0.48333333333333334,0.024394480670500634,0.495520430423964,0.44166666666666665,0.04120355852704868,0.4620199410711286
0.05,0.05,0.15000000000000002,0.7000000000000001,0.05,0.5083333333333333,0.02391594967998885,0.5478950988460595,0.4041666666666666,0.037508530808498676,0.4619004942178366
0.05,0.05,0.05,0.45,0.4,0.4666666666666666,0.023492392773619687,0.48909140748687435,0.4291666666666667,0.045811723835746464,0.4574248229938443
0.1,0.1,0.05,0.65,0.1,0.5,0.02519121918223979,0.5042359244893745,0.4291666666666667,0.041087164308085185,0.45412367765308764
0.05,0.1,0.05,0.55,0.25,0.47500000000000003,0.024209979024533326,0.5009213070038395,0.4166666666666667,0.04372905684868547,0.4523188989581741
0.1,0.05,0.05,0.65,0.15000000000000002,0.4916666666666667,0.02451666403686362,0.49604818911797116,0.4291666666666667,0.04090884019480296,0.4522737966510643
0.05,0.05,0.1,0.6000000000000001,0.2,0.4916666666666667,0.023179046908930894,0.515228039852149,0.4000000000000001,0.04320786503970935,0.4446980765963846
0.15000000000000002,0.1,0.05,0.65,0.05,0.45,0.02267585295481685,0.46534082158061896,0.4166666666666667,0.0399734187652101,0.4360187570468242
0.05,0.15000000000000002,0.05,0.6000000000000001,0.15000000000000002,0.4666666666666666,0.023865515184875213,0.4811298055431205,0.4083333333333334,0.04331451680680675,0.4356418839566669
0.05,0.1,0.1,0.65,0.1,0.47500000000000003,0.02264800404814248,0.5049898261518625,0.3875,0.04140122048550148,0.43398431599185777
0.1,0.05,0.1,0.65,0.1,0.47500000000000003,0.023457490010109532,0.4751019736622557,0.4124999999999999,0.03936026587284371,0.43152337950855
0.05,0.05,0.05,0.4,0.45,0.4333333333333333,0.022136805400507404,0.45608953781026074,0.40416666666666673,0.04368929773163682,0.4291253955429249
0.05,0.1,0.05,0.5,0.30000000000000004,0.45,0.022965428535550173,0.4760309329533192,0.3875,0.04128620364886008,0.42455332160003684
0.1,0.05,0.05,0.6000000000000001,0.2,0.4666666666666666,0.023443046591548476,0.46876449504492407,0.39999999999999997,0.03807788401704352,0.423398526454746
0.1,0.1,0.05,0.6000000000000001,0.15000000000000002,0.4666666666666666,0.02361707738328651,0.4714091124413364,0.3958333333333333,0.038177069498184786,0.421514202348368
0.05,0.15000000000000002,0.1,0.65,0.05,0.45,0.02302972510466517,0.47591422468732514,0.3833333333333333,0.03637145826435966,0.420921631279846
0.1,0.1,0.1,0.65,0.05,0.4583333333333333,0.02311936202581777,0.4694676900912233,0.39166666666666666,0.03787459538335856,0.417902619483395
0.1,0.15000000000000002,0.05,0.6000000000000001,0.1,0.425,0.02181085078711434,0.437503826143612,0.39999999999999997,0.037689478382984455,0.416581549259551
0.15000000000000002,0.05,0.05,0.65,0.1,0.45,0.022691927245273805,0.45642472721668037,0.39166666666666666,0.037561145834450596,0.4153764471022123
0.05,0.05,0.1,0.55,0.25,0.4666666666666666,0.022145279393240968,0.4854747860112651,0.37083333333333335,0.040778951601997536,0.41297380144807816
0.2,0.05,0.05,0.65,0.05,0.45,0.022691927245273805,0.45174455734211616,0.3916666666666666,0.03674820384960795,0.41043801595742746
0.05,0.2,0.05,0.6000000000000001,0.1,0.425,0.022139828489929847,0.4493588896068133,0.37916666666666665,0.04093023516132415,0.40768046590422297
0.05,0.05,0.15000000000000002,0.65,0.1,0.45,0.02130273128798794,0.47737094267239577,0.3625,0.03402837181616236,0.40635861230951825
0.1,0.05,0.05,0.55,0.25,0.4416666666666667,0.022321803343319836,0.45040454762303955,0.37916666666666665,0.03634947312373369,0.4062139320713481
0.05,0.15000000000000002,0.05,0.55,0.2,0.425,0.021991613194075416,0.44750863285274173,0.375,0.040391112202236935,0.4056987432643336
0.1,0.2,0.05,0.6000000000000001,0.05,0.4166666666666667,0.021494550777694205,0.437077471141151,0.375,0.03572128846741834,0.40201916239838464
0.1,0.1,0.05,0.55,0.2,0.45,0.022888915896064163,0.45304151273222787,0.3791666666666667,0.036743498231968034,0.4008423401883518
0.15000000000000002,0.05,0.1,0.65,0.05,0.4166666666666667,0.019815216253484164,0.4378058301336864,0.3708333333333333,0.03591052934223396,0.39855087708202436
0.1,0.05,0.05,0.5,0.30000000000000004,0.4416666666666667,0.022321803343319836,0.441991048006872,0.375,0.03601071973619981,0.39550496480935043
0.15000000000000002,0.15000000000000002,0.05,0.6000000000000001,0.05,0.4166666666666667,0.021491915545015755,0.4215218941698064,0.3791666666666667,0.03680421133738369,0.39462965954192814
0.05,0.1,0.1,0.6000000000000001,0.15000000000000002,0.4166666666666667,0.02136953990429762,0.45378776210749194,0.35000000000000003,0.0381010341389959,0.39434252875267567
0.15000000000000002,0.1,0.05,0.6000000000000001,0.1,0.4083333333333334,0.01988642974834446,0.4224432011736459,0.375,0.03648583534847634,0.39407430691461887
0.05,0.05,0.05,0.35000000000000003,0.5,0.4083333333333334,0.020901416989088,0.4266791256630203,0.37083333333333335,0.03607248126989428,0.39394070235287443
0.2,0.1,0.05,0.6000000000000001,0.05,0.42500000000000004,0.021696413812599343,0.42250155053622723,0.3791666666666667,0.036644624519652634,0.3903387258383451
0.1,0.15000000000000002,0.05,0.55,0.15000000000000002,0.3916666666666668,0.020450238007432828,0.40698902789384744,0.37083333333333335,0.03521623893791019,0.38870751968190403
0.1,0.05,0.15000000000000002,0.65,0.05,0.425,0.020317803729524495,0.4273491257521429,0.37083333333333335,0.035857767481090125,0.3886677903037516
0.05,0.1,0.05,0.45,0.35000000000000003,0.4083333333333334,0.021197567764911846,0.4241005099164134,0.3625,0.03446238392122886,0.3880235305645616
0.1,0.05,0.1,0.6000000000000001,0.15000000000000002,0.425,0.02014618042864459,0.42611817201183655,0.37083333333333335,0.03581747660726825,0.3869481806423132
0.25,0.05,0.05,0.6000000000000001,0.05,0.4166666666666667,0.021277901346450728,0.41346874790629445,0.37083333333333335,0.034950816812598685,0.3839381237940827
0.05,0.25,0.05,0.6000000000000001,0.05,0.39999999999999997,0.02078614208749019,0.4034311345045361,0.375,0.035829063990064476,0.383750115264494
